SYMBOL,SERIES,OPEN,CLOSE,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,ISIN
SOLEX,SM,99,99,95,6000,594000,3,INE880Y01017
SOMANYCERA,EQ,700,681.85,694.4,95351,66673365.15,8057,INE355A01028
SOMATEX,BE,8.6,8.45,8.85,20249,174163.4,100,INE314C01013
SOMICONVEY,EQ,37.2,37.75,37.85,20672,780309.45,495,INE323J01019
SONACOMS,EQ,675.1,689.35,668.2,1372047,937366925.7,34665,INE073K01018
SONAMCLOCK,SM,72.2,72.5,71.1,9000,653100,3,INE00LM01011
SONATSOFTW,EQ,780,785.6,773.65,86638,68246263.5,6654,INE269A01021
SORILINFRA,EQ,80.1,75.35,78.2,110303,8521796.25,874,INE034H01016
SOTL,EQ,1196,1136.25,1184.8,33068,37862396,4418,INE035D01012
SOUTHBANK,EQ,8,7.9,7.95,3592652,28586036.75,8425,INE683A01023
SOUTHWEST,EQ,208.35,204.2,204.5,7913,1633076.4,136,INE980Y01015
SPAL,EQ,395,387.65,398.15,74733,29602518.45,4983,INE212I01016
SPANDANA,EQ,378,372.2,375.2,179897,67342694.4,7977,INE572J01011
SPARC,EQ,290.75,289.05,289.95,464920,135771062.2,5981,INE232I01014
SPECIALITY,EQ,162.95,159.55,160.95,210786,34049066.2,5641,INE247M01014
SPENCERS,EQ,83.9,82.85,83.3,378901,31848223.25,4120,INE020801028
SPENTEX,BZ,3,3,3.15,1990,5970,11,INE376C01020
SPIC,EQ,74.7,70.35,74.15,3776689,272200335.5,20764,INE147A01011
SPICEJET,EQ,59.1,58.15,58.6,1682040,98588286.85,7727,INE285B01017
SPLIL,EQ,57,56.55,55.75,22578,1270310.05,455,INE978G01016
SPMLINFRA,BE,59.3,58.8,56.5,111389,6585690,363,INE937A01023
SPRL,ST,88,85.6,90.1,25600,2215920,14,INE0JW501011
SPTL,BE,6.55,6.55,6.85,515338,3375463.9,1264,INE501W01021
SREEL,EQ,178,180.05,180.85,77660,13910354.15,643,INE099F01013
SREIBNPNCD,NO,138,140.01,138,119,17490.3,6,INE881J08573
SREIBNPNCD,NQ,148,185,185,101,14985,6,INE881J08599
SREIBNPNCD,NU,160,160,173.99,4,640,1,INE881J08631
SREINFRA,EQ,6.1,5.9,6.2,1543408,9208514.25,1309,INE872A01014
SRF,EQ,2658,2595.2,2630.45,588552,1541482969,53670,INE647A01010
SRHHYPOLTD,EQ,505,477,495.1,68823,33804491.2,4206,INE917H01012
SRPL,BE,119.1,121.15,120.7,165367,19962293.1,305,INE008Z01012
SRTRANSFIN,EQ,1103,1096.2,1098.15,867015,951060035.5,40759,INE721A01013
SRTRANSFIN,YH,1019,1019.3,1017,75,76447.5,3,INE721A07NT3
SRTRANSFIN,YI,1070,1070,1066,230,246100,7,INE721A07NU1
SRTRANSFIN,YN,1435,1420,1405.01,41,57910.34,9,INE721A07NZ0
SRTRANSFIN,YS,1075.5,1075.5,1075.5,260,279630,4,INE721A07OF0
SRTRANSFIN,YV,1016.5,1020,1035,125,127137.5,4,INE721A07OM6
SRTRANSFIN,YZ,1085,1085,1085,165,179025,2,INE721A07OQ7
SRTRANSFIN,Z2,1386,1380,1358,34,46926,2,INE721A07OS3
SSINFRA,SM,21,21.8,21.1,12000,254700,4,INE182Z01015
SSWL,EQ,797.95,827.4,791.35,144214,115499609.4,9910,INE802C01025
STAR,EQ,352,359.55,350,3025805,1094641822,46237,INE939A01011
STARCEMENT,EQ,94.3,92.3,94.3,131756,12292563.45,2259,INE460H01021
STARHEALTH,EQ,662.6,660.15,655,180465,118514916.4,9333,INE575P01011
STARPAPER,EQ,159.45,153.15,158.6,240823,37407822.95,5253,INE733A01018
STCINDIA,EQ,102.25,100.8,102.25,34951,3553683.1,827,INE655A01013
STEELCAS,EQ,300.7,303.9,301.85,3325,1001253.75,121,INE124E01020
STEELCITY,EQ,59.85,60.55,59.85,20639,1248511.3,230,INE395H01011
STEELXIND,BE,233,229.9,232.2,44432,10336146.1,499,INE503B01013
STEL,EQ,126.9,122.1,123.75,9530,1178202,443,INE577L01016
STERTOOLS,EQ,150,152.15,147.1,61876,9273654,852,INE334A01023
STLTECH,EQ,220.9,217.45,220.35,971165,213303569.4,15804,INE089C01029
STOVEKRAFT,EQ,653.7,645.25,647.2,67130,43605844.35,3098,INE00IN01015
STYLAMIND,EQ,933.5,913.9,933.5,8493,7836826.8,661,INE239C01020
SUBCAPCITY,BE,49.4,49.4,51.95,1044,51573.6,4,INE845C01016
SUBEXLTD,EQ,36.25,35.3,36.05,3372415,120948467.6,10119,INE754A01055
SUBROS,EQ,340,335.8,336.4,10555,3561971,415,INE287B01021
SUDARSCHEM,EQ,569.35,553.3,564.95,75037,41796392.9,2866,INE659A01023
SUMEETINDS,EQ,8.9,9,8.65,287190,2497868.05,653,INE235C01010
SUMICHEM,EQ,412.5,404.8,410.7,152634,62015769.45,4625,INE258G01013
SUMIT,EQ,13.1,12.85,12.7,13795,176991.45,75,INE748Z01013
SUMMITSEC,EQ,610.75,605.75,610.45,2958,1798401.65,327,INE519C01017
SUNCLAYLTD,EQ,3602.8,3601.85,3584.85,4224,15238902.2,1048,INE105A01035
SUNDARAM,BE,4,3.9,4.05,344041,1368881.85,504,INE108E01023
SUNDARMFIN,EQ,1917.9,1871.65,1902.65,81869,153704509.5,20958,INE660A01013
SUNDARMHLD,EQ,73,72.65,72.95,62118,4552471.5,696,INE202Z01029
SUNDRMBRAK,EQ,352.45,351.9,350.15,3733,1326469.15,337,INE073D01013
SUNDRMFAST,EQ,900,924.05,891.9,167013,152787451.2,19300,INE387A01021
SUNFLAG,EQ,70.05,69.85,69.55,828280,58301103.2,6926,INE947A01014
SUNPHARMA,EQ,918,900.8,914.1,2578669,2357484078,66985,INE044A01036
SUNTECK,EQ,446,435.6,442.9,302859,133974111.8,10423,INE805D01034
SUNTV,EQ,463.5,458.55,459.85,1078159,497981376.2,16209,INE424H01027
SUPERHOUSE,EQ,172.9,170.85,172.4,10823,1866499.3,295,INE712B01010
SUPERSPIN,BE,12.9,12.85,12.9,40142,519297.4,101,INE662A01027
SUPPETRO,EQ,880,869.6,877.65,118647,103268434.8,12241,INE663A01017
SUPRAJIT,EQ,328.5,330.8,325.5,164450,54596342.6,9464,INE399C01030
SUPREMEENG,EQ,2.1,2,2.05,1073056,2179993.1,514,INE319Z01021
SUPREMEIND,EQ,2025.1,2017.65,2023.75,19651,39718895.95,4752,INE195A01028
SUPREMEINF,BE,17,17,17.8,3174,54026.95,18,INE550H01011
SUPRIYA,EQ,465,463.35,461.3,809561,382519912.1,20868,INE07RO01027
SURANASOL,BE,23.5,22.7,23.75,79955,1863790.55,685,INE272L01022
SURANAT&P,BE,11,10.9,11.3,69422,764783.5,433,INE130B01031
SURANI,SM,44.8,46,44.65,6000,273600,2,INE01ZJ01015
SURYALAXMI,EQ,83.2,81.85,83.15,30521,2521314.1,484,INE713B01026
SURYAROSNI,EQ,431.25,440.65,429.1,158232,69572185.9,6410,INE335A01012
SURYODAY,EQ,111.5,108.45,111.1,70052,7685369.65,2109,INE428Q01011
SUTLEJTEX,EQ,74.6,76.85,74.25,195299,14980657.9,3127,INE645H01027
SUULD,EQ,187,184.05,187.05,146342,26976166.55,1444,INE591Q01016
SUVEN,EQ,82.65,82.9,82.1,432142,35953963.35,4234,INE495B01038
SUVENPHAR,EQ,548.5,589.95,534.25,2645049,1534469507,84760,INE03QK01018
SUVIDHAA,EQ,9,8.8,8.8,341194,3031399.95,866,INE018401013
SUZLON,EQ,9.6,9.45,9.5,12864200,122558274,18613,INE040H01021
SVPGLOB,EQ,44.5,42.25,44.1,539272,23152375.4,4122,INE308E01029
SWANENERGY,EQ,178,177.8,179.8,39226,7023795.25,1204,INE665A01038
SWARAJENG,EQ,1368,1353.95,1368.1,3869,5278996.8,625,INE277A01016
SWELECTES,BE,331,331.2,332.25,8919,2965564.15,225,INE409B01013
SWSOLAR,EQ,319.9,312.65,316.9,266629,84050570.1,9590,INE00M201021
SYMPHONY,EQ,1119,1115.3,1113.65,84528,95257768.65,6854,INE225D01027
SYNGENE,EQ,591.5,604.55,588.5,977427,592647406.2,30120,INE398R01022
TAINWALCHM,EQ,70.9,70.9,70.65,5489,389976.8,156,INE123C01018
TAJGVK,EQ,144.5,143.25,142.55,1052588,154126515.2,15818,INE586B01026
TAKE,EQ,31.9,30.55,31.3,1194237,37206138.25,5525,INE142I01023
TALBROAUTO,EQ,510,488.5,504.05,80409,39894931,7055,INE187D01011
TANLA,EQ,1464.95,1420.8,1449.05,226302,325593421,18324,INE483C01032
TANTIACONS,BZ,15,14.25,15,11295,162862.45,70,INE388G01018
TARACHAND,SM,53,49.55,50.95,14000,714300,7,INE555Z01012
TARAPUR,BE,4.6,4.4,4.6,14246,63216.6,57,INE747K01017
TARC,EQ,39.3,39,39.9,403337,15995205.8,2667,INE0EK901012
TARMAT,EQ,68.8,66.2,68.35,38074,2552542.25,797,INE924H01018
TARSONS,EQ,673.65,675.65,670.45,85855,58291796.25,6774,INE144Z01023
TASTYBITE,EQ,11298.9,11139.45,11192.55,863,9639714.85,385,INE488B01017
TATACAPHSG,N4,1030.35,1038,1034,12,12598.35,4,INE033L07GO5
TATACAPHSG,N8,1111,1109,1096.8,11,12201,2,INE033L07GS6
TATACAPHSG,NB,1100,1100,1090,54,59400,4,INE033L08270
TATACHEM,EQ,958,962,954.7,1470775,1407578165,29529,INE092A01019
TATACOFFEE,EQ,204,201.05,200.4,1584794,322364607.2,16084,INE493A01027
TATACOMM,EQ,1147,1184.3,1142.7,886196,1039670707,26361,INE151A01013
TATACONSUM,EQ,759.5,748.8,752.9,1103251,829005855.2,32041,INE192A01025
TATAELXSI,EQ,7550.2,7692,7512.6,357796,2735946522,53819,INE670A01012
TATAINVEST,EQ,1358.45,1361,1351.65,12833,17503488.75,1688,INE672A01018
TATAMETALI,EQ,835.4,820.45,827.4,107317,88366742.3,7230,INE056C01010
TATAMOTORS,EQ,443.5,435.8,440.35,25466395,11198691331,221031,INE155A01022
TATAMTRDVR,EQ,214.8,210.8,212.45,2571183,545247431.6,20023,IN9155A01020
TATAPOWER,EQ,232.35,234.3,231.4,29507641,6940485736,180238,INE245A01021
TATASTEEL,EQ,1324,1331,1302,13055238,17255295797,259263,INE081A01012
TATASTLLP,EQ,767,757.15,759.25,83996,63927935.05,7715,INE674A01014
TATVA,EQ,2239.4,2232,2226.6,28503,64162178,4213,INE0GK401011
TBZ,EQ,72.6,71.25,72.3,136202,9780778.25,1600,INE760L01018
TCFSL,ND,1071,1071.05,1070.05,554,593346.55,21,INE306N07KF1
TCFSL,NF,1194,1182.99,1170,12,14241.49,4,INE306N08292
TCFSL,NJ,1070,1075,1085,1204,1273929.09,26,INE306N07LK9
TCFSL,NN,1148,1148,1148,10,11480,2,INE306N08342
TCI,EQ,580.55,566.55,577.55,61994,35796614.75,5884,INE688A01022
TCIDEVELOP,EQ,306.4,318.1,316.35,1241,393790.4,125,INE662L01016
TCIEXP,EQ,1773.75,1748.25,1751.6,14251,24943653.25,2579,INE586V01016
TCIFINANCE,BE,6.25,6.3,6.25,7404,45352.7,34,INE911B01018
TCNSBRANDS,EQ,803,787,799.6,9339,7435741.75,1202,INE778U01029
TCPLPACK,EQ,707.8,692.9,701.75,29931,21050019.9,3020,INE822C01015
TCS,EQ,3708,3712.4,3700.95,1596195,5919042115,82816,INE467B01029
TDPOWERSYS,EQ,360,349.7,356.3,21584,7663873.7,1360,INE419M01019
TEAMLEASE,EQ,4010,3845.35,3990.15,91488,356954927.3,4849,INE985S01024
TECH,EQ,36.8,36.02,36.01,9070,327259.45,104,INF209KB11D8
TECHIN,BE,10.5,10.2,10,22048,230607.5,77,INE778A01021
TECHM,EQ,1550,1542.15,1538.2,3741783,5787125581,100084,INE669C01036
TECHNOE,EQ,242.9,238.2,239.95,110201,26276710.6,1460,INE285K01026
TEGA,EQ,472.05,475.1,470.35,92490,43881170.2,5544,INE011K01018
TEJASNET,EQ,390.25,383.6,389.35,499056,193008611.9,4612,INE010J01012
TEMBO,EQ,223.9,215,217.35,75182,16078955.9,2429,INE869Y01010
TERASOFT,EQ,47,47,47.5,15007,709233.35,430,INE482B01010
TEXINFRA,EQ,58.75,58.15,57.6,26518,1546453.9,278,INE435C01024
TEXMOPIPES,EQ,78.1,78.65,78.05,134561,10566907,1981,INE141K01013
TEXRAIL,EQ,37.95,38.15,37.65,1356042,51876955.7,5772,INE621L01012
TFCILTD,EQ,59.4,59.65,58.95,181794,10867487.4,1763,INE305A01015
TFL,EQ,9.2,8.95,9,1718,15742.05,19,INE804H01012
TGBHOTELS,EQ,10.05,9.5,9.95,221803,2181712.2,537,INE797H01018
THANGAMAYL,EQ,1152.2,1150.95,1157.25,3414,3961005.7,547,INE085J01014
THEINVEST,EQ,106,105.35,106.15,6840,724241.95,200,INE924D01017
THEJO,SM,1165,1165,1165,2100,2423430,14,INE121N01019
THEMISMED,EQ,1011.05,986.25,1010.15,3881,3851013.35,301,INE083B01016
THERMAX,EQ,2094,2054.35,2077.35,38973,80542385.65,9210,INE152A01029
THOMASCOOK,EQ,68.8,67.15,67.65,1077430,74059000.2,7759,INE332A01027
THOMASCOTT,BE,45.55,46.45,45.15,5613,261772.35,62,INE480M01011
THYROCARE,EQ,798,776.9,791.6,82385,65029766.1,6190,INE594H01019
TI,EQ,74,72.15,73,183734,13385958.15,1108,INE133E01013
TIDEWATER,EQ,1191,1187.25,1190.6,15549,18570070.55,2599,INE484C01030
TIIL,EQ,1035,1038.25,1030.7,33344,35366998.7,4448,INE545H01011
TIINDIA,EQ,1619,1578.2,1610,86632,136920639.7,9516,INE974X01010
TIJARIA,BE,6.75,6.7,6.7,15447,102576.5,49,INE440L01017
TIL,EQ,111.95,110.25,110.95,8844,984887.95,236,INE806C01018
TIMESCAN,SM,95,91.1,93.25,14000,1295500,7,INE0IJY01014
TIMESGTY,EQ,60.7,59.2,60.7,13583,819705.95,222,INE289C01025
TIMETECHNO,EQ,71.7,70,70.9,682613,48061175,7643,INE508G01029
TIMKEN,EQ,2218.9,2226,2207.3,25050,55487912.8,4504,INE325A01013
TINPLATE,EQ,388,393.45,385.7,1328766,518987196.1,32827,INE422C01014
TIPSINDLTD,BE,2279,2243.9,2259.8,3036,6876419.1,394,INE716B01011
TIRUMALCHM,EQ,244.7,239.2,243.55,482934,116535844.9,7762,INE338A01024
TIRUPATI,SM,84.5,84.5,80.5,3000,253500,1,INE238Y01018
TIRUPATIFL,EQ,11.8,11.35,11.7,62091,720073.9,189,INE319Y01024
TITAN,EQ,2730,2690,2712.75,1281815,3468205394,63838,INE280A01028
TMRVL,EQ,16,16.1,15.95,47624,765324.05,410,INE759V01019
TNPETRO,EQ,108.4,107.35,107.6,306573,33368653.75,5107,INE148A01019
TNPL,EQ,161.85,157.35,161,337546,53197171.7,3844,INE107A01015
TNTELE,BE,8.65,9.35,9.1,18125,166836.9,89,INE141D01018
TOKYOPLAST,EQ,101.6,96.65,100.4,37899,3727155.5,830,INE932C01012
TORNTPHARM,EQ,2764.95,2831.1,2762.2,408885,1159527025,45105,INE685A01028
TORNTPOWER,EQ,488,484.35,485.4,498893,242751147.7,12450,INE813H01021
TOTAL,BE,65.7,68,64.8,42901,2836880.5,171,INE336X01012
TOUCHWOOD,EQ,96.4,92.85,92.65,6150,570980.95,134,INE486Y01013
TPLPLASTEH,EQ,126.7,124.3,127,7599,948881.8,167,INE413G01014
TREEHOUSE,BE,8.7,8.3,8.4,13702,116435.65,69,INE040M01013
TREJHARA,EQ,69.1,67.7,67.25,32399,2205106.75,300,INE00CA01015
TRENT,EQ,1292,1300.25,1286.35,713104,927159453.7,29988,INE849A01020
TRF,BE,147.2,148.5,154.9,6981,1032775.9,107,INE391D01019
TRIDENT,BE,53,52.65,52.8,2783034,146790390.2,25263,INE064C01022
TRIGYN,EQ,147.3,144.55,146.2,261255,38783783.65,5116,INE948A01012
TRIL,EQ,34.2,33.3,33.6,190596,6409070.6,1127,INE763I01026
TRITURBINE,EQ,194.95,199.2,192.5,546370,108406271,17633,INE152M01016
TRIVENI,EQ,335.9,327.3,332.2,913790,303160519.2,20347,INE256C01024
TTKHLTCARE,EQ,867,839.15,860.45,34553,29365639.65,2781,INE910C01018
TTKPRESTIG,EQ,830.7,843.85,828.9,106520,89943399.65,9230,INE690A01028
TTL,EQ,111.95,107.15,109.45,27769,3003777.6,638,INE592B01016
TTML,BE,152,152,144.8,404138,61428976,3584,INE517B01013
TV18BRDCST,EQ,74.2,70.7,73,25570763,1846842791,53527,INE886H01027
TVSELECT,EQ,227.9,222.75,224.95,72765,16390192.6,2191,INE236G01019
TVSMOTOR,EQ,616,611.15,612.55,382090,233654628.3,7485,INE494B01023
TVSSRICHAK,EQ,1715.35,1712.6,1706.8,10750,18337314.95,1261,INE421C01016
TVTODAY,EQ,398.3,390.45,396.3,43756,17246669,1441,INE038F01029
TVVISION,BE,3.3,3.15,3.15,58738,193512.6,77,INE871L01013
TWL,EQ,100.95,101.6,100.35,1276862,131038516,13703,INE615H01020
UBL,EQ,1442,1437.1,1435.3,315277,451787065.4,17892,INE686F01025
UCALFUEL,EQ,117.5,117.05,117.05,36147,4242795.15,954,INE139B01016
UCL,SM,60,62,60,6000,364000,3,INE00NI01015
UCOBANK,EQ,11.9,11.8,11.85,2418672,28642037.6,12754,INE691A01018
UDAICEMENT,EQ,31.6,31.9,31.9,123934,3967932.5,1047,INE225C01029
UFLEX,EQ,606.6,594.7,603.2,199791,120264203.4,12947,INE516A01017
UFO,EQ,100.65,98.6,100.3,86990,8675593.85,1635,INE527H01019
UGARSUGAR,EQ,76.1,78.75,75,2081688,163435477.3,5989,INE071E01023
UGROCAP,EQ,187.35,179.65,184.25,38282,6985939.8,3215,INE583D01011
UJAAS,BE,4.4,4.65,4.55,631948,2923115.85,1249,INE899L01022
UJJIVAN,EQ,113.7,111.55,112.35,890998,100183300.4,6400,INE334L01012
UJJIVANSFB,EQ,16.7,16.5,16.6,962149,16026188.1,2855,INE551W01018
ULTRACEMCO,EQ,6312.5,6234,6211.6,664235,4149508094,56102,INE481G01011
UMANGDAIRY,EQ,65,64,64.8,6208,399316.35,204,INE864B01027
UMESLTD,EQ,3.2,3.2,3.05,5210,16672,13,INE240C01028
UNICHEMLAB,EQ,251.2,247.05,249.95,28808,7166726.75,1689,INE351A01035
UNIDT,EQ,507.45,495.05,502.2,33142,16750065.6,3117,INE961D01019
UNIENTER,EQ,140,142.2,138.7,43452,6279911.5,776,INE037A01022
UNIINFO,EQ,29.55,28.65,29.55,11188,330757.55,45,INE481Z01011
UNIONBANK,EQ,39.35,38.9,39,12262712,480622896.4,25727,INE692A01016
UNITECH,BZ,2.35,2.2,2.25,5247871,11608268.95,1910,INE694A01020
UNITEDPOLY,BE,62.3,62.3,65.55,1087,67720.1,31,INE368U01011
UNITEDTEA,EQ,348.95,341.05,338.25,1798,616439.35,209,INE458F01011
UNIVASTU,EQ,91,88.55,90.55,22961,2049857.7,689,INE562X01013
UNIVCABLES,EQ,139.05,148.35,139.85,70709,10291203.65,1368,INE279A01012
UNIVPHOTO,EQ,553.35,560.8,553.1,8030,4482832.45,419,INE03V001013
UPL,EQ,780.5,793.95,780.95,2365083,1862488779,48785,INE628A01036
URJA,BE,19.5,19.15,18.7,3406915,65922324.35,13455,INE550C01020
USHAMART,EQ,116.9,113.1,115.8,849461,98596686.75,10312,INE228A01035
UTIAMC,EQ,974.6,977.05,963.5,336284,329855214.1,13987,INE094J01016
UTIBANKETF,EQ,37.5,36.2,36.63,6198,226955.56,143,INF789F1AUV1
UTINEXT50,EQ,42.8,42.64,42.31,13507,576230.54,158,INF789F1AUW9
UTINIFTETF,EQ,1826.12,1818.64,1820.23,29191,52724470.35,131,INF789FB1X41
UTISENSETF,EQ,610.8,608,606.8,242,147565.48,39,INF789FB1X58
UTISXN50,EQ,49.5,47.89,48.41,1497,71780.35,66,INF789F1AUU3
UTTAMSTL,BE,5.7,5.45,5.7,330441,1818106.95,541,INE699A01011
UTTAMSUGAR,EQ,242.6,231.9,240.75,215940,51179443.7,5148,INE786F01031
V2RETAIL,EQ,140.1,139.55,140.05,20550,2883068.85,381,INE945H01013
VADILALIND,EQ,1410,1400.5,1390.85,8802,12386793.2,1539,INE694D01016
VAIBHAVGBL,EQ,402.9,393.05,399.45,201588,80044147.4,7934,INE884A01027
VAISHALI,EQ,65.25,68.1,64.7,614735,40986268.35,7890,INE972X01014
VAKRANGEE,EQ,32,31.2,31.85,2645591,83282775.15,5901,INE051B01021
VALIANTORG,EQ,1018.7,1020.25,1009.7,273948,276906864.8,20216,INE565V01010
VARDHACRLC,EQ,51.75,51.7,51.2,166422,8654111.45,1507,INE116G01013
VARDMNPOLY,EQ,27.45,26.75,27.05,29233,793521.5,358,INE835A01011
VARROC,EQ,313.15,325.15,316,382272,124564038.6,10536,INE665L01035
VASCONEQ,EQ,25.75,24.95,25.5,361747,9146934.1,1624,INE893I01013
VASWANI,EQ,21.8,22.4,21.4,106043,2349473.15,552,INE590L01019
VBL,EQ,964,986.05,960.6,451883,444353935.4,21519,INE200M01013
VCL,SM,112,112,112,2500,280000,1,INE098201010
VEDL,EQ,407.65,408.65,404.05,12118980,4913771875,103610,INE205A01025
VENKEYS,EQ,2390.1,2337.15,2379.35,33902,80124446.25,4957,INE398A01010
VENUSREM,EQ,304.95,299.65,302.45,54320,16441588.2,5629,INE411B01019
VERTOZ,EQ,97.25,95.5,96.4,32864,3161738.8,817,INE188Y01015
VESUVIUS,EQ,1004.9,990.2,997.2,4110,4107575,467,INE386A01015
VETO,EQ,97.9,95.45,97,42139,4072166.6,1234,INE918N01018
VGUARD,EQ,213.9,214.75,213.9,1703895,364252142.2,9057,INE951I01027
VHL,EQ,3609.95,3616.8,3616.55,493,1795977.25,155,INE701A01023
VICEROY,BZ,3.85,3.8,3.9,73309,281807.7,108,INE048C01017
VIDHIING,EQ,424.8,415.15,426.2,72505,30412244.9,6922,INE632C01026
VIJAYA,EQ,407,416.1,401.4,110029,45852036.4,6570,INE043W01024
VIJIFIN,BE,3.85,3.85,4.05,61408,236420.8,241,INE159N01027
VIKASECO,BE,5.75,5.6,5.85,5510498,31248608.4,7941,INE806A01020
VIKASLIFE,BE,5.8,5.45,5.65,2801279,15630524.25,4773,INE161L01027
VIKASPROP,BE,2,1.95,2,1089536,2166459.75,774,INE767B01022
VIKASWSP,BE,3.45,3.5,3.5,321428,1127430.25,451,INE706A01022
VIMTALABS,EQ,337.6,335.5,336.5,23701,8012282.05,1208,INE579C01029
VINATIORGA,EQ,1940.65,1975.35,1930.95,30585,59630974.85,4306,INE410B01037
VINDHYATEL,EQ,1099.95,1108.55,1095.15,35154,38830953.9,2153,INE707A01012
VINEETLAB,EQ,54.2,54.2,54.9,35674,1962100.85,327,INE505Y01010
VINNY,SM,67.5,67.5,69.45,15000,1012500,1,INE01KI01019
VINYLINDIA,EQ,261.3,259.3,259,56487,14866149.65,2458,INE250B01029
VIPCLOTHNG,BE,25.95,25.2,25.4,154439,3876733.2,290,INE450G01024
VIPIND,EQ,645.4,642.35,640.65,308407,198330752.2,17008,INE054A01027
VIPULLTD,EQ,19,18.55,19,12357,230508.8,80,INE946H01037
VISAKAIND,EQ,625,636.75,625.65,48360,30778236.85,3622,INE392A01013
VISASTEEL,EQ,16.2,16.4,16.1,34027,556055.15,314,INE286H01012
VISESHINFO,BE,1.25,1.2,1.25,28942920,34924148.2,15529,INE861A01058
VISHAL,EQ,34.4,32.15,34.05,393584,12914816.4,2615,INE755Q01025
VISHNU,BE,1677.15,1677.15,1597.3,22123,37052131.15,791,INE270I01014
VISHWARAJ,EQ,21.2,21,21,4484392,94279430.9,5808,INE430N01022
VIVIDHA,BE,1.9,1.85,1.9,846006,1572002.65,1093,INE370E01029
VIVIMEDLAB,EQ,17.6,16.95,17.8,563977,9708289.4,1222,INE526G01021
VIVO,SM,187.55,187.55,178.65,1600,300080,1,INE0IA701014
VLSFINANCE,EQ,170.95,174.35,169,42928,7424243.4,752,INE709A01018
VMART,EQ,3804,3670.7,3785.05,14315,53458661.5,5226,INE665J01013
VOLTAMP,EQ,2039.9,2009.75,2040.1,12619,25951747.85,3615,INE540H01012
VOLTAS,EQ,1296.6,1304.85,1283.25,2544861,3359292363,99586,INE226A01021
VRLLOG,EQ,441.8,439.05,437.85,146402,64685714.65,3834,INE366I01010
VSSL,EQ,255,256.9,252.2,122686,31544626,4466,INE050M01012
VSTIND,EQ,3083.15,3119.15,3074.3,7937,24783966.4,2356,INE710A01016
VSTTILLERS,EQ,2484.95,2444.5,2482.2,9124,22443306.85,1253,INE764D01017
VTL,EQ,2598,2638.95,2565.45,149326,392556266.2,17178,INE825A01012
WABAG,EQ,287.9,296.35,287.55,365438,108133372.8,12225,INE956G01038
WABCOINDIA,EQ,7439.75,7477.05,7439.75,2879,21401076.1,1269,INE342J01019
WALCHANNAG,EQ,53.45,53.25,52.85,281915,15242519.8,2488,INE711A01022
WANBURY,BE,95,90.05,92.75,7444,681709.5,94,INE107F01022
WATERBASE,EQ,92,91.15,91.95,52254,4801618.95,842,INE054C01015
WEALTH,BE,279,270,266.6,33,8982.2,7,INE658T01017
WEBELSOLAR,EQ,101,99.25,99.6,160903,16135700.2,2818,INE855C01015
WEIZMANIND,EQ,60.05,60,59.1,3079,184686.85,164,INE080A01014
WELCORP,EQ,145.95,147.6,145,926405,137250038.1,10204,INE191B01025
WELENT,EQ,82,80.55,82,857865,69811489.2,3074,INE625G01013
WELINV,EQ,287.7,293.45,292.4,400,117872.65,58,INE389K01018
WELSPUNIND,EQ,100.75,99.2,99.9,1519785,152395196.3,11176,INE192B01031
WENDT,EQ,5097.5,5076.45,5085.15,387,1966760.7,86,INE274C01019
WESTLIFE,EQ,464.25,453.05,458.9,81233,36988547.35,6660,INE274F01020
WFL,BE,170.45,157,162.4,786,125356.4,19,INE02WG01016
WHEELS,EQ,571.95,559.75,569.1,11990,6764523.65,899,INE715A01015
WHIRLPOOL,EQ,1610,1637.85,1600.15,412684,677580410.8,30763,INE716A01013
WILLAMAGOR,EQ,22.5,22.05,22.5,11182,248210.95,94,INE210A01017
WINDLAS,EQ,234,231.2,234.3,36297,8445571.35,2207,INE0H5O01029
WINDMACHIN,EQ,38.8,38.15,37.5,80846,3078496.1,358,INE052A01021
WINPRO,EQ,6.25,6.1,6.25,190378,1175341.05,403,INE974C01022
WIPL,BE,62.85,60,62.95,1522,91337.85,35,INE215F01023
WIPRO,EQ,613.95,611.2,610.05,5696918,3480576433,109171,INE075A01022
WOCKPHARMA,EQ,313.65,311.4,311.75,828170,259705601.5,14899,INE049B01025
WONDERLA,EQ,230,224.9,228.85,97108,22122266.4,3039,INE066O01014
WORTH,EQ,111,108.15,108.8,15626,1701929.65,260,INE196Y01018
WSTCSTPAPR,EQ,323.9,317.2,322.75,274692,87684109.45,8329,INE976A01021
XCHANGING,EQ,88.4,87.9,87.8,447048,40113337.5,6148,INE692G01013
XELPMOC,EQ,280,271.9,278.85,49434,13568058.15,2019,INE01P501012
XPROINDIA,BE,1507.95,1537.2,1464,18999,28984251.15,1020,INE445C01015
YAARI,EQ,59.5,54.85,59.15,323882,18382640.25,3201,INE126M01010
YESBANK,EQ,12.9,12.85,12.8,77401990,995200560.1,114064,INE528G01035
YUKEN,EQ,549.85,541.45,547.7,21948,11935135.3,92,INE384C01016
ZEEL,EQ,251,256.05,248.55,18175302,4612005652,113619,INE256A01028
ZEELEARN,EQ,13.2,13.1,13.1,1006057,13232560.6,1147,INE565L01011
ZEEMEDIA,EQ,15.4,15.2,15.15,2239591,34530624.5,3041,INE966H01019
ZENITHEXPO,EQ,74.1,75.9,73.05,929,69542.85,32,INE058B01018
