SYMBOL,SERIES,OPEN,CLOSE,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,ISIN
CENTURYPLY,EQ,714.1,719.7,710.5,1440078,1049988593,62462,INE348B01021
CENTURYTEX,EQ,841,835.05,834.05,916571,784695449.4,27975,INE055A01016
CERA,EQ,4761.75,4778,4768.75,13693,65604861.15,6960,INE739E01017
CEREBRAINT,EQ,73.9,72.75,73.5,182788,13471520.8,2554,INE345B01019
CESC,EQ,76,75.2,75.3,3077140,231951293.5,21563,INE486A01021
CGCL,EQ,618.15,619.55,617.75,321378,198356536.2,3255,INE180C01026
CGPOWER,EQ,177.95,178.5,174.75,2768496,497911444.9,23233,INE067A01029
CHALET,EQ,303.65,305.85,303.65,2429600,734647313.3,62924,INE427F01016
CHAMBLFERT,EQ,438,416.55,436.25,2164999,915166891.2,44568,INE085A01013
CHEMBOND,EQ,188.1,185.75,187.7,15512,2903906.3,525,INE995D01025
CHEMCON,EQ,276.6,275.95,276.35,127573,35766591.65,4340,INE03YM01018
CHEMFAB,EQ,215.7,209.95,212.9,29679,6292246.9,1112,INE783X01023
CHEMPLASTS,EQ,625.95,615.7,620.1,232943,143403910.3,10884,INE488A01050
CHENNPETRO,EQ,129.4,128.85,131.1,1068148,138910272.1,10359,INE178A01016
CHOLAFIN,EQ,716.5,721.75,711.95,3237859,2340051643,68325,INE121A01024
CHOLAHLDNG,EQ,620.65,634.25,618.6,302028,187896092.7,6729,INE149A01033
CIGNITITEC,EQ,429,449.5,424.45,646061,295520064.5,22123,INE675C01017
CINELINE,EQ,103.2,101.75,102.2,59002,6065244.7,835,INE704H01022
CINEVISTA,EQ,14.5,14,14.2,27406,386127.95,270,INE039B01026
CIPLA,EQ,1044.9,1014.45,1032.6,2781735,2854177182,84352,INE059A01026
CLEAN,EQ,2083.6,2057.45,2067.1,66823,138456249.5,6379,INE227W01023
CLEDUCATE,EQ,141.7,137.6,139.55,93833,13252218.5,1949,INE201M01029
CLNINDIA,EQ,491.35,483.55,491.1,54548,26532270.7,2512,INE492A01029
CLSEL,EQ,105.9,103.95,106.85,135900,14283660.45,2439,INE419D01026
CMICABLES,BE,34.7,33.7,33.9,29833,995645.95,282,INE981B01011
CMMIPL,SM,9.8,9.8,10.3,3000,29400,1,INE289S01013
CMSINFO,EQ,254.95,259.1,254.15,419705,108745776.8,10074,INE925R01014
COALINDIA,EQ,182.6,183.05,183.35,13731315,2491682216,73127,INE522F01014
COASTCORP,EQ,379.9,373,376.65,50422,19108102.75,6719,INE377E01016
COCHINSHIP,EQ,305,303.05,300.55,244620,74755040.15,4689,INE704P01017
COFFEEDAY,EQ,59.35,59.7,59.1,3120904,189375312.7,12279,INE335K01011
COFORGE,EQ,4485.9,4435.45,4457.7,165563,736743919.8,19854,INE591G01017
COLPAL,EQ,1505,1527.8,1505.1,524647,801554366.1,32315,INE259A01022
COMPINFO,EQ,32.8,32.2,32.5,296110,9706846,2105,INE070C01037
COMPUSOFT,BE,23.3,23.45,23.1,66670,1561099.5,502,INE453B01029
CONCOR,EQ,615.6,614.95,615.2,716804,443516898.7,27024,INE111A01025
CONFIPET,EQ,72.45,69.2,71.75,937721,66723542.4,6568,INE552D01024
CONSOFINVT,EQ,144.5,146.5,146.25,16796,2511427.25,660,INE025A01027
CONTI,SM,10.8,10.8,10.55,3333,35996.4,1,INE340Z01019
CONTROLPR,EQ,380,375.65,379.5,24256,9171935.5,950,INE663B01015
CORALFINAC,EQ,40.45,38.35,39.15,50442,1966191.85,481,INE558D01021
CORDSCABLE,EQ,51.7,52.65,52,89258,4765019.1,663,INE792I01017
COROMANDEL,EQ,832,822.55,830.8,441619,366727590,16432,INE169A01031
COSMOFILMS,EQ,1774,1712.35,1756.3,50631,87732828.6,5795,INE757A01017
COUNCODOS,BE,5.6,5.65,5.6,53008,302848.25,160,INE695B01025
CPSEETF,EQ,33.99,33.5,33.48,525776,17599767.97,3091,INF457M01133
CRAFTSMAN,EQ,2209.7,2180.85,2185.95,24199,53281584.85,3391,INE00LO01017
CREATIVE,EQ,695,711.1,677.25,112115,79367125.6,1354,INE985W01018
CREATIVEYE,EQ,3.85,3.75,3.85,1190,4481.5,4,INE230B01021
CREDITACC,EQ,809.9,801.95,802.85,266160,212261259.9,10555,INE741K01010
CREST,BE,179.5,170.55,179.5,16784,2893368.1,1424,INE559D01011
CRISIL,EQ,3080,3052.9,3077.55,48020,148477688.1,10580,INE007A01025
CROMPTON,EQ,389.3,386.75,387.3,1913969,742426505.7,33653,INE299U01018
CROWN,EQ,31.25,31.55,30.1,60722,1901626.25,377,INE491V01019
CSBBANK,EQ,220.5,219.4,219.95,137620,30413635.9,11098,INE679A01013
CTE,BE,64.95,62.15,63.3,21130,1333157.1,142,INE627H01017
CUB,EQ,121,125.6,120,7430540,926845976.3,35904,INE491A01021
CUBEXTUB,EQ,28.1,26.4,27.7,31543,843724,260,INE144D01012
CUMMINSIND,EQ,1064.4,1087.05,1051.85,1118357,1199225278,42992,INE298A01020
CUPID,EQ,245,242.95,243.1,53036,12934961.5,1719,INE509F01011
CYBERMEDIA,BE,34.25,34.25,36.05,6490,222282.5,68,INE278G01037
CYBERTECH,EQ,195,183.6,190.15,299840,56700147.8,8041,INE214A01019
CYIENT,EQ,959,937.6,950,235897,223150515,18404,INE136B01020
DAAWAT,EQ,75.7,73.55,75.1,1301597,96674937.35,9464,INE818H01020
DABUR,EQ,538.5,522.85,534,3708515,1956998285,59221,INE016A01026
DALBHARAT,EQ,1427,1412.5,1422.45,145765,206842647,8033,INE00R701025
DALMIASUG,EQ,504,496.85,501,114931,57985696.15,4462,INE495A01022
DAMODARIND,EQ,60.5,60.65,60.5,19366,1181907.7,576,INE497D01022
DANGEE,EQ,319,343.4,323.7,282171,94173981.1,13891,INE688Y01014
DATAMATICS,EQ,281.55,281.6,279.9,150819,42849137.7,4788,INE365B01017
DATAPATTNS,EQ,674,664.3,665.15,195562,130209744.9,12938,INE0IX101010
DBCORP,EQ,90,86.8,89.05,163921,14340111.25,2194,INE950I01011
DBL,EQ,248.9,243.05,247.05,603452,148732225.3,13240,INE917M01012
DBREALTY,BE,98,98.75,98.6,552678,56074853.9,2202,INE879I01012
DBSTOCKBRO,BE,30.3,28.75,29.7,2276,65366.05,36,INE921B01025
DCAL,EQ,179,185.2,177.8,656259,120930859.7,8702,INE385W01011
DCBBANK,EQ,72.9,73.8,72.05,1470781,107908168.4,7888,INE503A01015
DCM,EQ,78.7,85.35,77.6,29612,2488898.25,376,INE498A01018
DCMNVL,EQ,241.8,250.35,238.45,56227,13903643.9,1139,INE08KP01019
DCMSHRIRAM,EQ,1075,1062.8,1073.85,54135,58011235.3,5664,INE499A01024
DCMSRIND,EQ,101.2,98.8,100.9,180869,18124269.85,3002,INE843D01027
DCW,EQ,42.55,42.8,42.55,456180,19580986.85,1782,INE500A01029
DECCANCE,EQ,559.7,542.15,549.7,22134,12070991.5,1819,INE583C01021
DEEPAKFERT,EQ,564.5,558,561.05,321401,180152359.1,11714,INE501A01019
DEEPAKNTR,EQ,2271,2220.55,2255.45,792579,1769658400,39550,INE288B01029
DEEPENR,EQ,49,46.45,49.35,83699,3967164.65,1116,INE677H01012
DEEPINDS,EQ,198.5,189.6,194.35,88399,16925902.15,2316,INE0FHS01016
DELPHIFX,EQ,534.15,509.95,521.35,4928,2547432.1,255,INE726L01019
DELTACORP,EQ,306.75,306.15,304.55,11167590,3484778978,94551,INE124G01033
DELTAMAGNT,EQ,72.7,70.6,70.45,11605,818852.9,346,INE393A01011
DEN,EQ,39.85,38.4,39.55,1910396,74898072.5,6388,INE947J01015
DENORA,BE,417,415.35,416.8,1925,793950.55,56,INE244A01016
DEVIT,EQ,140,140.35,134.65,38977,5391493.5,676,INE060X01018
DEVYANI,EQ,169.15,170.95,168.5,4683144,795990020.9,44361,INE872J01023
DFMFOODS,EQ,252,246.75,248.35,67839,16833318.95,1991,INE456C01020
DGCONTENT,BE,13.6,13.6,14.3,1010,13736,5,INE03JI01017
DHAMPURSUG,EQ,533.1,533.6,533.8,319302,170566053.3,6481,INE041A01016
DHANBANK,EQ,12.75,12.4,12.75,829243,10357788.95,1913,INE680A01011
DHANI,EQ,66.5,59.7,66.3,9221138,579353804.9,37325,INE274G01010
DHANILOANS,N3,979,979,992,50,48950,1,INE614X07043
DHANILOANS,N5,1328,1328,1327.8,55,73040,3,INE614X07068
DHANILOANS,N6,950,930,960,533,500463.6,25,INE614X07076
DHANILOANS,N7,950,950,950.02,639,607050,20,INE614X07084
DHANILOANS,NR,960.05,960,965,115,110400.5,3,INE614X07324
DHANILOANS,NU,940,916.07,940,114,105318,10,INE614X07357
DHANILOANS,NX,1002,1002.12,1006,70,70148.2,3,INE614X07381
DHANUKA,EQ,722,720.25,720.25,30677,22138826.05,3108,INE435G01025
DHARAMSI,EQ,386.7,374.35,385,39110,14864368.55,2410,INE505A01010
DHARSUGAR,BE,19.5,19.15,19.6,18704,358591.95,114,INE988C01014
DHRUV,EQ,55.4,54.55,56.1,36731,2026186.5,780,INE506Z01015
DHUNINV,EQ,651.95,645.9,642,969,629473.2,112,INE320L01011
DIAMONDYD,EQ,710.1,690.05,699.6,8520,5922644.1,1459,INE393P01035
DICIND,EQ,365,364,361.25,2478,893749.2,319,INE303A01010
DIGISPICE,EQ,33.9,33.6,33.25,74702,2515378.9,405,INE927C01020
DIGJAMLMTD,EQ,188,196.9,187.55,3406,668002.7,110,INE731U01028
DIL,SM,152.5,148.1,149,24000,3600180,20,INE411Y01011
DISHTV,EQ,15.7,15.3,15.55,3444058,52888802.85,3578,INE836F01026
DIVISLAB,EQ,4465,4553.55,4448.55,574783,2610905827,48508,INE361B01024
DIXON,EQ,4412.9,4386.4,4374,238711,1052578947,26863,INE935N01020
DKEGL,SM,45,43.7,44.5,9000,397200,3,INE0GN101014
DLF,EQ,361.55,356.95,358.65,7304162,2638839943,73142,INE271C01023
DLINKINDIA,EQ,145,142.7,142.9,99176,14228482.7,2010,INE250K01012
DMART,EQ,4085.7,4091.35,4054,285639,1168381584,34007,INE192R01011
DNAMEDIA,BE,2.4,2.4,2.3,58685,140844,63,INE016M01021
DODLA,EQ,500,500.9,505.45,69630,35061596.5,3741,INE021O01019
DOLATALGO,EQ,81.6,85.05,78.85,733636,61810761.1,9153,INE966A01022
DOLLAR,EQ,567,562.3,563.25,44684,25458670.45,3033,INE325C01035
DONEAR,EQ,57.45,57.15,56.9,19861,1139020.1,302,INE668D01028
DPABHUSHAN,EQ,417.6,401.4,404.25,6771,2733965.7,280,INE266Y01019
DPSCLTD,EQ,14.1,14.15,14.25,147832,2095348.5,554,INE360C01024
DPWIRES,EQ,340,342.05,340.15,8012,2737955,249,INE864X01013
DREDGECORP,EQ,322.5,322.6,320.15,72550,23548065.85,2703,INE506A01018
DRL,SM,13.3,13.3,14,6000,79800,1,INE704V01015
DRREDDY,EQ,4040,4127.3,4030.35,1044114,4330639565,66562,INE089A01023
DSPN50ETF,EQ,173.8,173,173.2,154,26765.2,55,INF740KA1CL0
DSPNEWETF,EQ,190.7,195.35,194.85,2939,577699.82,179,INF740KA1QK2
DSPQ50ETF,EQ,165.8,165.04,164.92,718,118830.46,62,INF740KA1QL0
DSSL,EQ,227.6,231.15,225.8,91212,21395309.05,3889,INE417B01040
DTIL,EQ,261.65,255.45,255.55,10413,2678523,575,INE341R01014
DUCON,BE,23.95,22.85,23.95,211258,4855094.2,837,INE741L01018
DUGLOBAL,SM,355.1,360,361,9000,3215200,9,INE0HPK01012
DVL,EQ,239.3,238.9,237.2,15353,3696432.75,481,INE477B01010
DWARKESH,EQ,131,128.3,129.95,2078333,268146686.1,17813,INE366A01041
DYNAMATECH,EQ,2400,2348.95,2390.6,13086,31447757.25,2439,INE221B01012
DYNPRO,EQ,646.55,628.05,646.55,24611,15627376.15,1936,INE256H01015
E2E,SM,113,116.55,111,12000,1391500,6,INE255Z01019
EASEMYTRIP,EQ,342,350.8,339.75,3013187,1040188351,68632,INE07O001018
EASTSILK,BE,7.05,6.7,7.05,81674,554358.6,300,INE962C01027
EASUNREYRL,BZ,2.4,2.4,2.3,2460,5904,5,INE268C01029
EBANK,EQ,3977.99,3977.89,3977.99,10,39702.38,4,INF754K01EL1
EBBETF0423,EQ,1167,1163.51,1163.5,6504,7572126.43,40,INF754K01KN4
EBBETF0425,EQ,1085.58,1086.51,1087.22,205292,223263839.3,120,INF754K01LD3
EBBETF0430,EQ,1210,1204.95,1201.37,16388,19719443.73,160,INF754K01KO2
EBBETF0431,EQ,1070,1071.27,1070.5,6174,6618354.91,152,INF754K01LE1
ECLERX,EQ,2376.1,2360.1,2366.55,28559,68317278.6,4121,INE738I01010
ECLFINANCE,NG,981,972,981,11,10782,2,INE804I075Y4
ECLFINANCE,NI,1028.1,1028.1,1028.1,50,51405,1,INE804I077Y0
ECLFINANCE,NJ,935,931.43,939,840,782645.41,15,INE804I078Y8
ECLFINANCE,NK,970,960.08,959.51,873,839466.3,26,INE804I079Y6
ECLFINANCE,NO,998,998,990,114,113772,7,INE804I077Z7
ECLFINANCE,NP,998,988.45,988,141,140291.5,6,INE804I078Z5
ECLFINANCE,NR,1012,1009,1017,351,353919.2,8,INE804IA7014
EDELWEISS,EQ,55,54.25,54.9,1358965,74221466.4,5198,INE532F01054
EDUCOMP,BZ,4.65,4.5,4.7,67159,310699.3,159,INE216H01027
EHFLNCD,N6,984,985,982,200,196849,7,INE530L07228
EHFLNCD,N7,1525,1525,1500,134,204350,7,INE530L07236
EICHERMOT,EQ,2393,2394.1,2380.4,439287,1051220457,28322,INE066A01021
EIDPARRY,EQ,444.95,444.55,444.25,226200,101112138.4,5797,INE126A01031
EIFFL,EQ,120,120.5,122.1,582,71165.15,77,INE546V01010
EIHAHOTELS,EQ,409.55,408.9,407.5,30707,12792005.45,1442,INE276C01014
EIHOTEL,EQ,138.45,138.35,137.5,893529,125534900.8,10025,INE230A01023
EIMCOELECO,EQ,327.15,326.6,331.35,4339,1420194.9,303,INE158B01016
EKC,EQ,233.9,226.75,229.55,122916,28452748.35,2293,INE184H01027
ELECON,EQ,152.4,150.8,150.55,344351,52513807.8,6585,INE205B01023
ELECTCAST,EQ,39.95,41.85,39.95,2326871,97036782.85,8842,INE086A01029
ELECTHERM,EQ,116.2,115.8,115.55,16336,1895037.45,390,INE822G01016
ELGIEQUIP,EQ,294.1,289.05,291.2,275013,80861557.1,8421,INE285A01027
ELGIRUBCO,EQ,32,31.55,31.25,19896,631481.25,152,INE819L01012
EMAMILTD,EQ,468,462.25,468.8,253545,116978005.3,14750,INE548C01032
EMAMIPAP,EQ,168,164.7,165.3,119058,19946835.1,2161,INE830C01026
EMAMIREAL,BE,62.9,62.5,62.1,32063,2016667.9,213,INE778K01012
EMBASSY,RR,377.6,379.19,375.54,556480,210828353.8,11814,INE041025011
EMKAY,EQ,110.5,108.6,111.1,40407,4440049.1,1147,INE296H01011
EMKAYTOOLS,SM,235.65,235.65,224.45,600,141390,1,INE332S01011
EMMBI,EQ,93.15,92.2,92.35,52155,4816456.15,708,INE753K01015
ENDURANCE,EQ,1150,1181.35,1145.85,234856,277221469.9,35995,INE913H01037
ENERGYDEV,BE,23.15,23.4,23.5,56153,1332255.1,388,INE306C01019
ENGINERSIN,EQ,61.6,62.1,61.5,1568392,97461475.55,7410,INE510A01028
ENIL,EQ,213.9,205.3,210.5,42185,8777207.8,910,INE265F01028
EPL,EQ,154.85,155.1,154.85,249253,38681058.7,5091,INE255A01020
EQUIPPP,EQ,73.95,71.4,72.8,9667,698323.1,327,INE217G01035
EQUITAS,EQ,111.95,110.3,111.15,855252,94482367,22308,INE988K01017
EQUITASBNK,EQ,55,53.7,54.1,615223,33281126.5,3899,INE063P01018
ERFLNCDI,N4,990,1085,951.01,92,97445,2,INE528S07102
ERFLNCDI,N5,885,885,885,50,44250,1,INE528S07110
ERIS,EQ,721.95,718.5,712.4,17500,12554289.8,2750,INE406M01024
EROSMEDIA,EQ,30.85,30,30.7,639192,19424252.35,1909,INE416L01017
ESABINDIA,EQ,3249,3168.8,3232.8,2443,7812594.1,608,INE284A01012
ESCORTS,EQ,1840.1,1856.4,1840.65,722768,1338009401,11262,INE042A01014
ESSARSHPNG,BE,8.25,8.4,8.3,243075,2027382.7,355,INE122M01019
ESTER,EQ,133.9,135.55,131.8,238258,32392682.3,3197,INE778B01029
EUROBOND,SM,101.1,97.5,99.7,36000,3566700,17,INE505V01016
EVEREADY,EQ,344.9,336,344.25,594889,201206254.1,6080,INE128A01029
EVERESTIND,EQ,765,771.7,760,273599,210681834.4,19920,INE295A01018
EXCEL,BE,7.3,7.05,7.35,108153,776153.9,254,INE688J01015
EXCELINDUS,EQ,1606.55,1581.1,1606.55,29035,46476488.4,3624,INE369A01029
EXIDEIND,EQ,155.1,154.45,154.85,2597898,402716078.3,31036,INE302A01020
EXPLEOSOL,EQ,1459.05,1486.75,1459.05,25025,37425738.9,3131,INE201K01015
EXXARO,EQ,115.5,113.6,115,98288,11336631,2150,INE0GFE01018
FACT,EQ,136.8,130.85,136.6,485491,64796387.75,7429,INE188A01015
FAIRCHEMOR,EQ,1571.1,1568.35,1579.05,28016,44215892.45,5232,INE0DNW01011
FCL,EQ,164.35,166.55,164,831391,139214293.1,10375,INE045J01026
FCONSUMER,EQ,5.15,5.9,5.15,36796716,207106023,19888,INE220J01025
FCSSOFT,BE,4.55,4.2,4.4,7598818,33176449.55,8695,INE512B01022
FDC,EQ,263.55,260.75,262.55,165562,43526650.95,5369,INE258B01022
FEDERALBNK,EQ,99,98.55,98.85,11438626,1133125515,33174,INE171A01029
FEL,EQ,7.05,7.35,7,16598783,118861424.8,10206,INE623B01027
FELDVR,BE,16.3,16.3,17.15,31235,509130.5,136,IN9623B01058
FIBERWEB,EQ,41.35,42.05,41.2,81562,3403882.45,473,INE296C01020
FIEMIND,EQ,975,965,966.55,36039,35141405.9,5394,INE737H01014
FILATEX,EQ,126.75,128.25,125.75,2259601,295700542.4,27977,INE816B01027
FINCABLES,EQ,402.65,395.7,398.05,189406,75620147.65,3645,INE235A01022
FINEORG,EQ,3939,3942.6,3920.7,15095,59441378.1,4083,INE686Y01026
FINOPB,EQ,279.7,281.05,278.4,478909,134607585.5,4065,INE02NC01014
FINPIPE,EQ,156,152.35,154.75,411437,63358375.95,12728,INE183A01024
FLEXITUFF,BE,27.6,25.35,26.35,4154,105153.7,38,INE060J01017
FLFL,EQ,32,35.8,32.55,877028,30403423.85,4256,INE452O01016
FLUOROCHEM,BE,2960,2935.05,2941.15,50452,147759066.3,2167,INE09N301011
FMGOETZE,EQ,267.8,267.2,266.75,64613,17280692.1,860,INE529A01010
FMNL,EQ,7.9,8.7,7.95,274308,2325642.4,660,INE360L01017
FOCE,SM,215,212.5,213.15,30600,6478080,10,INE0I7D01019
FOCUS,BE,100,100,100,1313,130615.2,25,INE593W01010
FOODSIN,EQ,83.3,83.25,84.75,64228,5387960.3,843,INE976E01023
FORCEMOT,EQ,1075,1070.55,1067.25,19233,20635178.55,3247,INE451A01017
FORTIS,EQ,261.7,266.95,261.7,1521621,405429424.1,15937,INE061F01013
FOSECOIND,EQ,1292.2,1298.4,1286,1154,1490559.65,92,INE519A01011
FRETAIL,EQ,29.75,33.35,30.35,16218732,520287613.7,33322,INE752P01024
FSC,EQ,45,53.15,45.7,1324187,65874285.65,13515,INE935Q01015
FSL,EQ,126.95,125.8,125.6,2295769,290050674,16684,INE684F01012
GABRIEL,EQ,121,118.15,119.6,228184,27282512.2,3692,INE524A01029
GAEL,EQ,252.5,246.25,251.85,370856,93008264.75,8359,INE036B01030
GAIL,EQ,144.15,143.6,143.45,14412349,2084731691,136301,INE129A01019
GAL,BE,4.2,4.05,4.05,163893,664235.6,391,INE482J01021
GALAXYSURF,EQ,3000,2939.1,2941.85,19016,56779609.35,4872,INE600K01018
GALLANTT,EQ,62.2,64.25,62.65,77697,4989041.8,1020,INE297H01019
GALLISPAT,EQ,52.1,51.55,52.1,57142,2924781.25,474,INE528K01029
GANDHITUBE,EQ,349.95,346.4,347.75,7768,2695855.35,251,INE524B01027
GANECOS,EQ,728.75,722.65,724.7,60423,43967997.85,5211,INE845D01014
GANESHBE,EQ,104.2,102.25,102.95,91125,9389469.35,1531,INE388A01029
GANESHHOUC,EQ,268.7,254.3,259.25,2259311,625992949,143454,INE460C01014
GANGAFORGE,EQ,9.7,9.35,9.8,1355686,12824650.2,1902,INE691Z01023
GANGESSECU,EQ,137.95,134.85,132.35,31874,4283427.15,553,INE335W01016
GARFIBRES,EQ,2714,2693.05,2706,9832,26586232.2,3063,INE276A01018
GATEWAY,BE,73.4,68.75,72.35,1379448,96216293.65,4540,INE079J01017
GATI,EQ,155.95,160,155,1238472,198883856.7,15830,INE152B01027
GAYAHWS,BE,1.1,1.1,1.05,637975,701772.5,291,INE287Z01012
GAYAPROJ,EQ,22.5,22.25,22.3,727981,16335687.55,1876,INE336H01023
GEECEE,EQ,157.9,153.65,157.5,38201,5919522.15,857,INE916G01016
GEEKAYWIRE,EQ,70.05,69.1,69.25,9159,639217.55,142,INE669X01016
GENCON,EQ,35.45,34.75,34.3,39679,1400448.6,352,INE854S01022
GENESYS,BE,611,617.1,610.65,22017,13462583.55,420,INE727B01026
GENUSPAPER,EQ,14.95,14.95,14.8,343684,5155014.7,978,INE949P01018
GENUSPOWER,EQ,65.35,68.25,65.3,1853351,127224716,16024,INE955D01029
GEOJITFSL,EQ,62,61.55,61.95,281483,17460450.15,2721,INE007B01023
GEPIL,EQ,148.9,146.2,147.65,111673,16447218.1,2687,INE878A01011
GESHIP,EQ,338.4,334.6,336.2,264888,88566758.85,6863,INE017A01032
GET&D,EQ,94.35,90.7,92.95,85795,7868795.55,1276,INE200A01026
GFLLIMITED,EQ,68.65,67.7,67.9,78426,5383650,1035,INE538A01037
GHCL,EQ,567.35,556.95,557.3,851970,478937831.4,26723,INE539A01019
GICHSGFIN,EQ,136.95,137.4,136.45,85981,11799736,1672,INE289B01019
GICRE,EQ,116.6,115.65,116.15,373923,43536488.15,6650,INE481Y01014
GILLANDERS,EQ,64.5,64.25,65.65,16847,1103513.95,1374,INE047B01011
GILLETTE,EQ,4920,4877.9,4900.35,5808,28440677.2,1780,INE322A01010
GINNIFILA,EQ,47,46.65,46.85,90325,4265192.05,954,INE424C01010
GIPCL,EQ,76.5,75.6,75.95,155244,11813191.9,2392,INE162A01010
GKWLIMITED,EQ,579.25,565.35,566.7,907,515105.25,52,INE528A01020
GLAND,EQ,3271,3277.25,3199.85,582350,1890176291,54404,INE068V01023
GLAXO,EQ,1568,1555.55,1564.95,39366,61663345.3,7196,INE159A01016
GLENMARK,EQ,453,453.75,450.05,799825,365444639.7,17055,INE935A01035
GLFL,BE,2.85,2.85,2.75,15316,43060.95,30,INE540A01017
GLOBAL,EQ,71.45,70.7,71.1,6609,469791.6,163,INE291W01011
GLOBALVECT,BE,49.5,49.2,49.35,21613,1073044.15,102,INE792H01019
GLOBE,EQ,9.65,9.5,9.65,1042407,9882459.8,2018,INE581X01021
GLOBUSSPR,EQ,1517.95,1507.2,1500.25,167054,252196621.2,9548,INE615I01010
GLS,EQ,462.55,464.4,456.6,101241,47083627.9,4802,INE03Q201024
GMBREW,EQ,700,699.75,690.25,46604,32633971.55,3528,INE075D01018
GMDCLTD,EQ,163.75,162,162.15,2726112,445879310.8,20758,INE131A01031
GMMPFAUDLR,EQ,4421,4481.55,4410.9,23288,105019685.8,6504,INE541A01023
GMRINFRA,EQ,38.3,37.2,38.05,17675444,664780743.8,42157,INE776C01039
GMRP&UI,BE,48,45.6,48.45,924151,43607533.2,1336,INE0CU601026
GNA,EQ,534,525.2,533.95,52479,27924681.15,6010,INE934S01014
GNFC,EQ,795,776.9,799.45,9071472,6929841349,167408,INE113A01013
GOACARBON,EQ,409.9,436.8,406.15,417147,179799882,17600,INE426D01013
GOCLCORP,EQ,308.15,302.1,307.5,37416,11391307.75,2471,INE077F01035
GOCOLORS,EQ,935,973.6,941.1,57627,55227094.15,7344,INE0BJS01011
GODFRYPHLP,EQ,1100,1075.55,1085.45,20382,22150318,2098,INE260B01028
GODHA,BE,158,159.15,161.4,113944,17557762.65,934,INE925Y01010
GODREJAGRO,EQ,466.95,459.4,464.8,120878,55833170.95,6861,INE850D01014
GODREJCP,EQ,707.65,694.35,699.3,2683742,1865298406,80942,INE102D01028
GODREJIND,EQ,491.65,479,487.8,141413,68645358.9,7128,INE233A01035
GODREJPROP,EQ,1580,1558.5,1578.95,1008556,1586983335,43620,INE484J01027
GOENKA,BZ,3.4,3.3,3.25,231085,770061.4,518,INE516K01024
GOKEX,EQ,419,403.95,416.3,639456,263781408.6,30573,INE887G01027
GOKUL,EQ,35.05,33.95,34.8,107476,3666568.2,1166,INE020J01029
GOKULAGRO,BE,69.85,69.85,69.85,24676,1730462.1,310,INE314T01025
GOLDBEES,EQ,44.87,44.42,44.32,8813459,390124325.4,17638,INF204KB17I5
GOLDENTOBC,EQ,98.85,97.7,96.55,7043,689217.65,242,INE973A01010
GOLDIAM,EQ,824,801.75,810.35,47267,38181139.8,3631,INE025B01017
GOLDSHARE,EQ,43.85,44.25,44.25,47406,2089917.45,358,INF789F1AUX7
GOLDTECH,BE,79.5,77.2,76.55,75014,5947174.75,847,INE805A01014
GOODLUCK,BE,297,297.25,298.65,21930,6536199.9,196,INE127I01024
GOODYEAR,EQ,914.4,917.75,928.3,7320,6740624.7,1307,INE533A01012
GPIL,EQ,392.4,395.95,388.95,580357,228851368.7,8706,INE177H01021
GPPL,EQ,82.55,81.9,82.1,287011,23629030.75,4878,INE517F01014
GPTINFRA,EQ,73.45,75.05,73.45,61815,4645493.15,770,INE390G01014
GRANULES,EQ,312.15,310.95,312.45,997898,312103498.6,17144,INE101D01020
GRAPHITE,EQ,520,516.85,515.15,1030808,535391937.5,21912,INE371A01025
GRASIM,EQ,1594.5,1582.1,1582.5,841284,1329558528,44914,INE047A01021
GRAUWEIL,EQ,57,57.8,56.8,180139,10384690.55,1151,INE266D01021
GRAVITA,BE,348.75,346.4,345.65,75654,26405780.65,2035,INE024L01027
GREAVESCOT,EQ,188.5,182.8,187,2797749,517316276.2,24648,INE224A01026
GREENLAM,EQ,371.35,361.15,368.05,23456,8535354.75,1442,INE544R01021
GREENPANEL,EQ,573.15,557.55,568.35,244651,137425432.1,11851,INE08ZM01014
GREENPLY,EQ,192.2,188.65,191.7,483606,92703423.5,6952,INE461C01038
GREENPOWER,BE,15.45,15.6,14.9,5702882,88770354.3,10425,INE999K01014
GRINDWELL,EQ,1810,1761.4,1806.25,95350,169254074.5,16125,INE536A01023
GRINFRA,EQ,1464.7,1442.6,1442.6,19134,27706946.2,2003,INE201P01022
GROBTEA,EQ,1048.45,1042.8,1026.85,204,211885.5,67,INE646C01018
GRPLTD,EQ,1380,1338.75,1390.05,2423,3283601.4,273,INE137I01015
GRSE,EQ,234.65,233.05,234.65,91131,21374152.95,2155,INE382Z01011
GRWRHITECH,EQ,734.8,736.15,725.6,23327,17144776.8,2244,INE291A01017
GSCLCEMENT,EQ,41.9,41,41.4,84819,3501934.15,721,INE542A01039
GSFC,EQ,151.65,146.05,150.4,3844148,570596990.4,22995,INE026A01025
GSPL,EQ,267.5,269.9,268.3,578024,155785290.6,15144,INE246F01010
GSS,BE,110.8,110.55,109.95,13887,1540290.15,132,INE871H01011
GTL,EQ,12.85,11.95,12.6,2367203,28773733.45,3886,INE043A01012
GTLINFRA,EQ,1.65,1.55,1.6,35863225,57038795.9,19255,INE221H01019
GTPL,EQ,184.45,183.95,182.75,173719,32426167.4,5593,INE869I01013
GUFICBIO,EQ,243,252.15,241.75,684004,174481675,17603,INE742B01025
